,appid,tags,genre
952060,952060,"Action, Zombies, Horror, Female Protagonist",Action
952860,952860,"RPG, Martial Arts, Open World, 3D","Adventure, RPG, Strategy"
955900,955900,"Simulation, RPG, Strategy, Sandbox","Indie, RPG, Simulation, Strategy"
960090,960090,"Tower Defense, Strategy, Multiplayer, Singleplayer",Strategy
960170,960170,"Rhythm, Casual, Action, Music","Action, Casual, Sports"
960990,960990,"Adventure, Choices Matter, Story Rich, Female Protagonist","Action, Adventure"
962130,962130,"Survival, Multiplayer, Base-Building, Co-op","Action, Adventure"
962730,962730,"Skateboarding, Skating, Sports, Sandbox","Action, Indie, Simulation, Sports"
968250,968250,"Casual, Simulation, Immersive Sim, Design & Illustration","Casual, Indie, Simulation"
970830,970830,"RPG, Turn-Based Tactics, Adventure, Singleplayer","Action, Adventure, Indie, RPG, Strategy"
972660,972660,"Emotional, Story Rich, Indie, Management","Adventure, Indie, Simulation"
973580,973580,"Action, Sniper, Singleplayer, Shooter",Action
973760,973760,"RPG, Adventure, Card Game, Story Rich","Adventure, RPG"
976310,976310,"Fighting, Gore, Violent, Multiplayer",Action
976730,976730,"Great Soundtrack, FPS, Classic, Multiplayer",Action
977400,977400,"Clicker, Free to Play, Simulation, Science","Casual, Free to Play, Simulation"
977880,977880,"Pixel Graphics, Story Rich, Action RPG, Adventure","Action, Adventure, Indie, RPG"
977950,977950,"Rhythm, Music, Indie, Difficult",Indie
978520,978520,"Turn-Based Combat, Dungeon Crawler, Strategy, Replay Value","RPG, Strategy"
979110,979110,"Base-Building, Space, Colony Sim, Simulation","Indie, RPG, Simulation, Strategy, Early Access"
979120,979120,"Simulation, Indie, Casual, Automation","Casual, Indie, Simulation"
979690,979690,"Top-Down Shooter, Cyberpunk, Action, RPG","Action, Adventure, Indie, RPG"
979920,979920,"Strategy, Free to Play, War, Historical","Free to Play, Massively Multiplayer, Simulation, Strategy"
980610,980610,"Free to Play, Rhythm, Indie, Music","Casual, Free to Play, Indie"
987840,987840,"RPG, Strategy, Party-Based RPG, Turn-Based Strategy","RPG, Strategy"
988910,988910,"Baseball, Sports, Arcade, PvP","Action, Free to Play, Indie, Simulation, Sports"
9900,9900,"Free to Play, Sci-fi, Massively Multiplayer, Space","Free to Play, Massively Multiplayer, RPG"
991780,991780,"Horror, Action, Massively Multiplayer, Sexual Content","Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Strategy, Early Access"
992070,992070,"Idler, Free to Play, Clicker, Casual","Casual, Free to Play"
994280,994280,"RPG, Story Rich, Martial Arts, Action RPG",RPG
996470,996470,"Sports, Soccer, Multiplayer, Free to Play",Sports
996580,996580,"Adventure, 3D Platformer, Remake, Dragons","Action, Adventure"
997010,997010,"Simulation, Crime, Open World, Multiplayer","Simulation, Early Access"
997070,997070,"Action, Adventure, RPG, Superhero","Action, Adventure, RPG"
